product_id,product_name,inspector_notes,return_reason,classification
82,Hermès H-pattern Silk Tie,Customer notes: Budget constraints.,Budget constraints,restock
100,Christian Louboutin So Kate 120mm High Heels,Returned due to: Noticeable dent.,Noticeable dent,refurbish
31,Corsair Vengeance LPX 32GB DDR4 RAM,Reported: Small chip.,Small chip,refurbish
93,Alo Yoga 7/8 High-Waist Leggings,Possible issue: Style doesn't match.,Style doesn't match,restock
71,L.L.Bean Fisherman Knit Cardigan,Possible overlap with other categories. Extensive wear and tear.,Extensive wear and tear,recycle
100,Christian Louboutin So Kate 120mm High Heels,Customer notes: did not like the product.,did not like the product,restock
22,Belkin MagSafe Car Phone Mount,Possible issue: Ordered wrong quantity.,Ordered wrong quantity,refurbish
51,Epson Home Cinema 2150 Wireless Projector,Observed: Packaging slightly damaged.,Packaging slightly damaged,refurbish
90,Chanel No. 5 Eau de Parfum,Returned due to: Completely broken.,Completely broken,recycle
18,Seagate Backup Plus 4TB External Hard Drive,Reported: Multiple components failed.,Multiple components failed,recycle
52,Hanes Beefy-T 100% Cotton T-Shirt,See attached: Slight color fading.,Slight color fading,refurbish
64,J.Crew Ludlow Slim-Fit Suit Blazer,Customer reported: Beyond repair.,Beyond repair,recycle
100,Christian Louboutin So Kate 120mm High Heels,Flagged: unwanted purchase.,unwanted purchase,restock
23,Belkin BoostCharge Pro 15W Wireless Charger,Flagged: No longer needed.,No longer needed,recycle
21,Tomtoc 360 Protective Laptop Bag,Reported: Different style preferred.,Different style preferred,recycle
54,Champion Powerblend Fleece Hoodie,Possible refurbish case. Obvious usage marks.,Obvious usage marks,refurbish
33,NVIDIA GeForce RTX 4080 Graphics Card,Assessment: Family member disapproval.,Family member disapproval,refurbish
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Unclear if recycle or other. Electrical short circuit.,Electrical short circuit,recycle
38,Roku Ultra 4K HDR Streaming Device,Flagged: Completely broken.,Completely broken,recycle
44,Netgear ProSAFE 16-Port Gigabit Switch,Flagged: Cosmetic imperfection.,Cosmetic imperfection,refurbish
47,Nest Learning Thermostat 4th Gen,Inspected: Chemical damage. Needs further review.,Chemical damage,restock
54,Champion Powerblend Fleece Hoodie,Unclear if recycle or other. Significant fading.,Significant fading,recycle
14,Blue Yeti USB Microphone,See attached: Ordered wrong quantity.,Ordered wrong quantity,restock
89,Tiffany & Co. T Smile Necklace,See attached: Changed mind.,Changed mind,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Flagged: Small hole.,Small hole,refurbish
72,Canada Goose Expedition Parka Coat,Returned due to: Cosmetic imperfection.,Cosmetic imperfection,refurbish
48,August Wi-Fi Smart Lock Pro,Flagged: electrical short circuit.,electrical short circuit,recycle
96,Moncler Genius Down Puffer Jacket,Unclear if refurbish or other. Severe corrosion.,Severe corrosion,refurbish
41,J Channel Cable Management Raceway,Reported: Material feel different.,Material feel different,restock
57,Dockers Alpha Khaki Slim Tapered Pants,Initial check: Obvious usage marks.,Obvious usage marks,refurbish
3,Anker PowerLine III USB-C Cable,Notes: Chemical damage.,Chemical damage,recycle
8,ZAGG InvisibleShield iPad Screen Protector,See attached: Minor cosmetic damage.,Minor cosmetic damage,refurbish
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Notes: Obvious usage marks.,Obvious usage marks,refurbish
96,Moncler Genius Down Puffer Jacket,Returned due to: severe water damage.,severe water damage,recycle
51,Epson Home Cinema 2150 Wireless Projector,Potential restock situation. Changed mind.,Changed mind,restock
68,Birkenstock Arizona Soft Footbed Sandals,Customer reported: Better price found (customer unclear).,Better price found (customer unclear),restock
92,Lululemon Align High-Rise Pant Activewear,Flagged: Small tear.,Small tear,refurbish
34,ASUS ROG Strix Z790-E Gaming Motherboard,See attached: Motor failure.,Motor failure,recycle
63,Timberland 6-Inch Premium Waterproof Boots,Possible recycle case. Unwanted purchase.,Unwanted purchase,recycle
89,Tiffany & Co. T Smile Necklace,Further testing needed: Budget constraints.,Budget constraints,restock
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Visual inspection: Major structural damage.,Major structural damage,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Possible issue: irreparable damage.,irreparable damage,recycle
22,Belkin MagSafe Car Phone Mount,Flagged: Minor cosmetic damage.,Minor cosmetic damage,refurbish
82,Hermès H-pattern Silk Tie,Uncertain: Manufacturing defect.,Manufacturing defect,recycle
99,Allbirds Tree Runners Casual Shoes,Flagged: Slight color fading.,Slight color fading,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Flagged: Minor functionality issue.,Minor functionality issue,refurbish
5,Logitech MX Master 3S Wireless Mouse,Possible recycle case. Motor failure.,Motor failure,recycle
94,Lululemon Energy Bra High Support Sports Bra,Assessment: Better price found.,Better price found,restock
64,J.Crew Ludlow Slim-Fit Suit Blazer,Uncertain: Small hole.,Small hole,refurbish
37,Samsung 65-inch Neo QLED 4K Smart TV,Possible issue: Chemical damage.,Chemical damage,recycle
4,Rain Design mStand Laptop Stand,Further testing needed: Small hole.,Small hole,refurbish
60,Polo Ralph Lauren Classic Fit Polo Shirt,Initial check: Small puncture.,Small puncture,recycle
60,Polo Ralph Lauren Classic Fit Polo Shirt,Observed: Slight discoloration.,Slight discoloration,refurbish
46,Ring Video Doorbell Pro 2 Smart Doorbell,Reported: Loose thread.,Loose thread,refurbish
56,Brooks Brothers Non-Iron Dress Shirt,Observed: minor dent.,minor dent,refurbish
40,Logitech Harmony Elite Universal Remote,Possible overlap with other categories. Seasonal preference change.,Seasonal preference change,restock
9,JBL Flip 6 Portable Bluetooth Speaker,Possible restock case. Product arrived late.,Product arrived late,restock
34,ASUS ROG Strix Z790-E Gaming Motherboard,Observed: major scratch.,major scratch,refurbish
29,Meta Quest 3 128GB VR Headset,Potential recycle situation. Motor failure.,Motor failure,recycle
7,Anker PowerPort III 65W Phone Charger,Returned due to: Cracked screen.,Cracked screen,restock
33,NVIDIA GeForce RTX 4080 Graphics Card,Possible restock case. Ordered wrong quantity.,Ordered wrong quantity,restock
53,Levi's 511 Slim Fit Denim Jeans,Potential refurbish situation. Obvious repair needed.,Obvious repair needed,refurbish
35,Noctua NH-D15 CPU Cooler,Possible issue: Family member disapproval.,Family member disapproval,restock
21,Tomtoc 360 Protective Laptop Bag,Possible issue: Manufacturing defect.,Manufacturing defect,recycle
6,Corsair K95 RGB Platinum Keyboard,Reported: Minor zipper issue.,Minor zipper issue,refurbish
14,Blue Yeti USB Microphone,Uncertain: Packaging slightly damaged (customer unclear).,Packaging slightly damaged (customer unclear),recycle
92,Lululemon Align High-Rise Pant Activewear,Reported: Received as gift.,Received as gift,restock
24,Bose QuietComfort 45 Noise Cancelling Headphones,Customer notes: Occasion cancelled.,Occasion cancelled,restock
87,Ray-Ban Aviator Classic Sunglasses,May require refurbish. Heavy wear.,Heavy wear,refurbish
45,TP-Link RE650 AC2600 Wi-Fi Extender,Assessment: Small stain.,Small stain,refurbish
72,Canada Goose Expedition Parka Coat,Initial check: occasion cancelled.,occasion cancelled,restock
46,Ring Video Doorbell Pro 2 Smart Doorbell,Initial check: Family member disapproval.,Family member disapproval,restock
47,Nest Learning Thermostat 4th Gen,Possible issue: obvious repair needed.,obvious repair needed,recycle
8,ZAGG InvisibleShield iPad Screen Protector,Customer notes: Obvious usage marks.,Obvious usage marks,recycle
40,Logitech Harmony Elite Universal Remote,Further testing needed: Manufacturing defect.,Manufacturing defect,recycle
100,Christian Louboutin So Kate 120mm High Heels,Uncertain: Permanent staining (customer unclear).,Permanent staining (customer unclear),recycle
61,Patagonia Baggies 5-inch Shorts,Possible overlap with other categories. Small chip.,Small chip,refurbish
16,Amazon Basics High-Speed HDMI Cable,Customer reported: Material feel different.,Material feel different,restock
83,Gucci GG Marmont Leather Belt,Inspected: Gift return. Needs further review.,Gift return,restock
78,Eberjey Gisele Long PJ Set,Assessment: Extensive wear and tear.,Extensive wear and tear,recycle
68,Birkenstock Arizona Soft Footbed Sandals,Customer notes: Safety hazard.,Safety hazard,recycle
44,Netgear ProSAFE 16-Port Gigabit Switch,Reported: Torn beyond repair.,Torn beyond repair,restock
60,Polo Ralph Lauren Classic Fit Polo Shirt,Possible restock case. Heavy wear.,Heavy wear,restock
85,Hermès Birkin 30 Togo Leather Handbag,Possible issue: Occasion cancelled.,Occasion cancelled,restock
28,DJI Mini 3 Pro Drone,Assessment: Major impact damage.,Major impact damage,recycle
21,Tomtoc 360 Protective Laptop Bag,Inspected: Gift return. Needs further review.,Gift return,restock
38,Roku Ultra 4K HDR Streaming Device,Observed: Small tear (customer unclear).,Small tear (customer unclear),refurbish
72,Canada Goose Expedition Parka Coat,Unclear if recycle or other. Overheating damage.,Overheating damage,recycle
90,Chanel No. 5 Eau de Parfum,Inspected: Minor zipper issue. Needs further review.,Minor zipper issue,refurbish
70,Uniqlo Heattech Cotton Tank Top,Potential restock situation. Budget constraints.,Budget constraints,restock
53,Levi's 511 Slim Fit Denim Jeans,Observed: Small stain.,Small stain,refurbish
19,SanDisk Ultra 128GB MicroSD Card,Possible overlap with other categories. Adhesive residue.,Adhesive residue,refurbish
63,Timberland 6-Inch Premium Waterproof Boots,Inspected: Irreparable damage (customer unclear). Needs further review.,Irreparable damage (customer unclear),recycle
92,Lululemon Align High-Rise Pant Activewear,Initial check: Family member disapproval.,Family member disapproval,restock
57,Dockers Alpha Khaki Slim Tapered Pants,Possible overlap with other categories. Color not as shown.,Color not as shown,restock
47,Nest Learning Thermostat 4th Gen,Observed: Small fabric pull.,Small fabric pull,recycle
30,Razer BlackWidow V4 Gaming Keyboard,Further testing needed: Noticeable dent.,Noticeable dent,refurbish
52,Hanes Beefy-T 100% Cotton T-Shirt,Possible restock case. Different style preferred.,Different style preferred,restock
41,J Channel Cable Management Raceway,Customer reported: minor dent.,minor dent,refurbish
3,Anker PowerLine III USB-C Cable,Returned due to: Completely broken.,Completely broken,recycle
18,Seagate Backup Plus 4TB External Hard Drive,Visual inspection: Small stain.,Small stain,refurbish
7,Anker PowerPort III 65W Phone Charger,Initial check: extensive wear and tear.,extensive wear and tear,recycle
44,Netgear ProSAFE 16-Port Gigabit Switch,Assessment: Budget constraints.,Budget constraints,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,Returned due to: budget constraints.,budget constraints,restock
36,Fractal Design Define 7 PC Case,Observed: Style doesn't match.,Style doesn't match,restock
96,Moncler Genius Down Puffer Jacket,Visual inspection: Minor scuff mark.,Minor scuff mark,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Unclear if restock or other. Received as gift.,Received as gift,restock
16,Amazon Basics High-Speed HDMI Cable,Assessment: Severe corrosion.,Severe corrosion,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,Potential refurbish situation. Heavy wear.,Heavy wear,refurbish
28,DJI Mini 3 Pro Drone,Uncertain: Small fabric pull.,Small fabric pull,refurbish
67,Reformation Silk Midi Dress,Observed: Budget constraints.,Budget constraints,restock
86,Montblanc Meisterstück 6CC Wallet,Returned due to: Fire damage.,Fire damage,recycle
93,Alo Yoga 7/8 High-Waist Leggings,Notes: Major structural damage.,Major structural damage,restock
67,Reformation Silk Midi Dress,Assessment: Different style preferred.,Different style preferred,restock
16,Amazon Basics High-Speed HDMI Cable,Customer reported: Size chart was incorrect.,Size chart was incorrect,restock
100,Christian Louboutin So Kate 120mm High Heels,Flagged: Small scratch.,Small scratch,refurbish
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Potential restock situation. Wrong size ordered.,Wrong size ordered,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Flagged: Severe corrosion.,Severe corrosion,recycle
54,Champion Powerblend Fleece Hoodie,Observed: small puncture.,small puncture,refurbish
73,Acne Studios Oversized Wool Scarf,Possible refurbish case. Better price found.,Better price found,refurbish
44,Netgear ProSAFE 16-Port Gigabit Switch,Unclear if refurbish or other. minor zipper issue.,minor zipper issue,refurbish
13,Logitech C920s HD Pro Webcam,May require refurbish. Major scratch.,Major scratch,refurbish
6,Corsair K95 RGB Platinum Keyboard,Assessment: Material feel different.,Material feel different,restock
28,DJI Mini 3 Pro Drone,Possible recycle case. Hazardous material exposure.,Hazardous material exposure,recycle
78,Eberjey Gisele Long PJ Set,Flagged: Minor button issue.,Minor button issue,refurbish
79,Patagonia Baggies Swim Shorts,Possible issue: Severe fading.,Severe fading,recycle
63,Timberland 6-Inch Premium Waterproof Boots,Potential restock situation. Size chart was incorrect.,Size chart was incorrect,restock
58,Nike Air Max 270 Running Shoes,Flagged: light usage wear.,light usage wear,refurbish
26,Govee Immersion WiFi LED Strip Lights,Initial check: Ordered wrong quantity.,Ordered wrong quantity,restock
31,Corsair Vengeance LPX 32GB DDR4 RAM,Customer reported: Safety hazard.,Safety hazard,recycle
62,Champion Powerblend Fleece Sweatpants,See attached: Style doesn't match.,Style doesn't match,restock
48,August Wi-Fi Smart Lock Pro,Notes: Small chip.,Small chip,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Possible issue: Minor zipper issue.,Minor zipper issue,restock
77,Calvin Klein Cotton Classics Underwear,Customer notes: Severe water damage.,Severe water damage,restock
18,Seagate Backup Plus 4TB External Hard Drive,Customer reported: No longer needed.,No longer needed,restock
61,Patagonia Baggies 5-inch Shorts,Visual inspection: Minor warping.,Minor warping,refurbish
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Visual inspection: Box opened but item unused.,Box opened but item unused,refurbish
12,Microsoft Xbox Wireless Controller,Potential recycle situation. Major structural damage.,Major structural damage,recycle
26,Govee Immersion WiFi LED Strip Lights,Customer reported: Major malfunction.,Major malfunction,recycle
43,CyberPower CP1500PFCLCD UPS Battery,Visual inspection: Material feel different.,Material feel different,restock
65,Patagonia Better Sweater Fleece Sweater,Further testing needed: fit not as expected.,fit not as expected,restock
5,Logitech MX Master 3S Wireless Mouse,Visual inspection: Small hole.,Small hole,refurbish
87,Ray-Ban Aviator Classic Sunglasses,Assessment: Size chart was incorrect.,Size chart was incorrect,recycle
84,Patagonia Black Hole 25L Backpack,Flagged: Cosmetic imperfection.,Cosmetic imperfection,refurbish
100,Christian Louboutin So Kate 120mm High Heels,Initial check: Minor alignment issue.,Minor alignment issue,refurbish
34,ASUS ROG Strix Z790-E Gaming Motherboard,Reported: No longer needed.,No longer needed,restock
90,Chanel No. 5 Eau de Parfum,Possible overlap with other categories. family member disapproval.,family member disapproval,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Assessment: Hazardous material exposure.,Hazardous material exposure,recycle
48,August Wi-Fi Smart Lock Pro,Inspected: Box opened but item unused. Needs further revue.,Box opened but item unused,refurbish
50,Amazon Kindle Paperwhite 11th Gen E-Reader,Possible issue: Wrong size ordered.,Wrong size ordered,recycle
57,Dockers Alpha Khaki Slim Tapered Pants,Observed: Product arrived late.,Product arrived late,restock
63,Timberland 6-Inch Premium Waterproof Boots,Initial check: Color not as shown.,Color not as shown,restock
80,Lululemon Swiftly Tech Long Sleeve Workout Top,Customer notes: Severe fading (customer unclear).,Severe fading (customer unclear),recycle
9,JBL Flip 6 Portable Bluetooth Speaker,Visual inspection: seasonal preference change.,seasonal preference change,restock
53,Levi's 511 Slim Fit Denim Jeans,See attached: Slight discoloration.,Slight discoloration,refurbish
91,Tom Ford Oud Wood Cologne,Assessment: Color not as shown.,Color not as shown,restock
21,Tomtoc 360 Protective Laptop Bag,Potential recycle situation. Overheating damage.,Overheating damage,recycle
93,Alo Yoga 7/8 High-Waist Leggings,See attached: Chemical damage.,Chemical damage,recycle
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Notes: Budget constraints.,Budget constraints,restock
100,Christian Louboutin So Kate 120mm High Heels,Visual inspection: Style doesn't match.,Style doesn't match,restock
8,ZAGG InvisibleShield iPad Screen Protector,Possible restock case. Battery leak.,Battery leak,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,See attached: Different style preferred.,Different style preferred,restock
41,J Channel Cable Management Raceway,Potential recycle situation. Minor zipper issue.,Minor zipper issue,recycle
97,Patagonia Torrentshell 3L Raincoat,Returned due to: Multiple components failed.,Multiple components failed,recycle
62,Champion Powerblend Fleece Sweatpants,Flagged: heavy wear.,heavy wear,restock
92,Lululemon Align High-Rise Pant Activewear,May require restock. Torn beyond repair.,Torn beyond repair,restock
28,DJI Mini 3 Pro Drone,Possible issue: Unwanted purchase.,Unwanted purchase,restock
79,Patagonia Baggies Swim Shorts,Initial check: Minor dent.,Minor dent,refurbish
42,APC Back-UPS Pro 1500VA Surge Protector,Possible issue: Style doesn't match.,Style doesn't match,restock
88,Rolex Submariner Date 41mm Watch,Flagged: Significant fading.,Significant fading,recycle
84,Patagonia Black Hole 25L Backpack,Uncertain: Hazardous material exposure (customer unclear).,Hazardous material exposure (customer unclear),recycle
40,Logitech Harmony Elite Universal Remote,Initial check: Minor button issue.,Minor button issue,refurbish
76,Smartwool PhD Outdoor Light Crew Socks,Customer reported: Small stain.,Small stain,refurbish
39,Sonos Beam Gen 2 Smart Sound Bar,Potential recycle situation. Major malfunction.,Major malfunction,recycle
60,Polo Ralph Lauren Classic Fit Polo Shirt,See attached: Cosmetic imperfection.,Cosmetic imperfection,restock
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Returned due to: Occasion cancelled.,Occasion cancelled,restock
42,APC Back-UPS Pro 1500VA Surge Protector,Further testing needed: Battery leak.,Battery leak,restock
98,Zimmermann Silk Maxi Formal Dress,Possible overlap with other categories. Cosmetic imperfection.,Cosmetic imperfection,refurbish
3,Anker PowerLine III USB-C Cable,Possible issue: Slight wear on edges.,Slight wear on edges,refurbish
75,The North Face Etip Recycled Gloves,Customer notes: Major scratch.,Major scratch,refurbish
8,ZAGG InvisibleShield iPad Screen Protector,Observed: obvious repair needed.,obvious repair needed,recycle
41,J Channel Cable Management Raceway,Reported: Minor dent.,Minor dent,refurbish
66,Zara High-Waisted Mini Skirt,Notes: Multiple components failed.,Multiple components failed,recycle
51,Epson Home Cinema 2150 Wireless Projector,Reported: Product arrived late.,Product arrived late,restock
92,Lululemon Align High-Rise Pant Activewear,Customer reported: Fit not as expected.,Fit not as expected,restock
87,Ray-Ban Aviator Classic Sunglasses,Initial check: Different style preferred.,Different style preferred,restock
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Unclear if refurbish or other. Minor alignment issue.,Minor alignment issue,refurbish
65,Patagonia Better Sweater Fleece Sweater,Further testing needed: Major structural damage.,Major structural damage,restock
4,Rain Design mStand Laptop Stand,Possible overlap with other categories. Changed mind.,Changed mind,restock
89,Tiffany & Co. T Smile Necklace,Possible overlap with other categories. Severe fading (customer unclear).,Severe fading (customer unclear),recycle
32,Samsung 980 PRO 2TB NVMe SSD,May require restock. Gift return.,Gift return,restock
35,Noctua NH-D15 CPU Cooler,Possible overlap with other categories. Adhesive residue.,Adhesive residue,refurbish
41,J Channel Cable Management Raceway,May require refurbish. Minor scuff mark.,Minor scuff mark,refurbish
85,Hermès Birkin 30 Togo Leather Handbag,May require refurbish. Small chip.,Small chip,refurbish
40,Logitech Harmony Elite Universal Remote,Unclear if restock or other. wrong size ordered.,wrong size ordered,restock
33,NVIDIA GeForce RTX 4080 Graphics Card,Customer notes: Slight stretching.,Slight stretching,refurbish
97,Patagonia Torrentshell 3L Raincoat,See attached: Heavy wear.,Heavy wear,refurbish
83,Gucci GG Marmont Leather Belt,Potential refurbish situation. Minor scuff mark.,Minor scuff mark,refurbish
13,Logitech C920s HD Pro Webcam,Customer reported: slight stretching.,slight stretching,refurbish
95,Patagonia Houdini Windbreaker,Notes: seasonal preference change.,seasonal preference change,restock
51,Epson Home Cinema 2150 Wireless Projector,Unclear if restock or other. torn beyond repair.,torn beyond repair,restock
56,Brooks Brothers Non-Iron Dress Shirt,Assessment: Permanent staining.,Permanent staining,recycle
15,VIVO Dual Monitor Stand,Customer notes: Minor scuff mark.,Minor scuff mark,refurbish
23,Belkin BoostCharge Pro 15W Wireless Charger,May require refurbish. Cosmetic imperfection.,Cosmetic imperfection,refurbish
1,Sony WH-1000XM4 Wireless Bluetooth Headphones,Possible restock case. Color not as shown.,Color not as shown,restock
27,Ring Stick Up Cam Battery Security Camera,Possible recycle case. noticeable dent.,noticeable dent,recycle
36,Fractal Design Define 7 PC Case,Returned due to: Significant fading.,Significant fading,recycle
85,Hermès Birkin 30 Togo Leather Handbag,Observed: Noticeable dent.,Noticeable dent,refurbish
29,Meta Quest 3 128GB VR Headset,Observed: Duplicate order (customer unclear).,Duplicate order (customer unclear),restock
100,Christian Louboutin So Kate 120mm High Heels,Inspected: minor zipper issue. Needs further review.,minor zipper issue,refurbish
58,Nike Air Max 270 Running Shoes,Returned due to: Minor warping.,Minor warping,refurbish
81,Hugo Boss Huge6/Genius5 Slim Fit Suit,Possible restock case. Duplicate order.,Duplicate order,restock
63,Timberland 6-Inch Premium Waterproof Boots,Inspected: Ordered wrong quantity. Needs further review.,Ordered wrong quantity,refurbish
12,Microsoft Xbox Wireless Controller,Possible recycle case. Safety hazard.,Safety hazard,recycle
22,Belkin MagSafe Car Phone Mount,Possible recycle case. Chemical damage.,Chemical damage,recycle
21,Tomtoc 360 Protective Laptop Bag,Returned due to: Obvious repair needed.,Obvious repair needed,recycle
79,Patagonia Baggies Swim Shorts,Inspected: Box opened but item unused. Needs further review.,Box opened but item unused,refurbish
74,Patagonia P-6 Logo Trucker Hat,Assessment: Fabric completely deteriorated.,Fabric completely deteriorated,recycle
39,Sonos Beam Gen 2 Smart Sound Bar,Potential refurbish situation. Adhesive residue.,Adhesive residue,refurbish
65,Patagonia Better Sweater Fleece Sweater,Customer reported: no longer needed.,no longer needed,restock
38,Roku Ultra 4K HDR Streaming Device,May require restock. Size chart was incorrect.,Size chart was incorrect,restock
26,Govee Immersion WiFi LED Strip Lights,Returned due to: obvious repair needed.,obvious repair needed,refurbish
74,Patagonia P-6 Logo Trucker Hat,Potential recycle situation. Severe water damage.,Severe water damage,recycle
41,J Channel Cable Management Raceway,Flagged: Major scratch.,Major scratch,refurbish
77,Calvin Klein Cotton Classics Underwear,Reported: Packaging slightly damaged.,Packaging slightly damaged,refurbish
51,Epson Home Cinema 2150 Wireless Projector,Observed: Wrong size ordered.,Wrong size ordered,restock
25,Amazon Echo Dot 5th Gen Smart Home Hub,Possible overlap with other categories. Size chart was incorrect.,Size chart was incorrect,restock
70,Uniqlo Heattech Cotton Tank Top,Inspected: Beyond repair. Needs further review.,Beyond repair,restock
44,Netgear ProSAFE 16-Port Gigabit Switch,Initial check: Structural failure.,Structural failure,recycle
62,Champion Powerblend Fleece Sweatpants,Observed: Color not as shown.,Color not as shown,refurbish
15,VIVO Dual Monitor Stand,Observed: Budget constraints.,Budget constraints,restock
79,Patagonia Baggies Swim Shorts,Notes: Product arrived late.,Product arrived late,restock
27,Ring Stick Up Cam Battery Security Camera,May require refurbish. Obvious usage marks.,Obvious usage marks,refurbish
60,Polo Ralph Lauren Classic Fit Polo Shirt,Possible restock case. Better price found (customer unclear).,Better price found (customer unclear),restock
10,Apple Watch Series 9 45mm GPS,May require restock. Received as gift.,Received as gift,restock
24,Bose QuietComfort 45 Noise Cancelling Headphones,Initial check: Chemical damage.,Chemical damage,recycle
40,Logitech Harmony Elite Universal Remote,Customer reported: Major structural damage.,Major structural damage,recycle
17,ASUS AX6000 WiFi 6 Router,Further testing needed: Minor dent.,Minor dent,refurbish
79,Patagonia Baggies Swim Shorts,Customer reported: Wrong size ordered.,Wrong size ordered,restock
28,DJI Mini 3 Pro Drone,Returned due to: Did not like the product (customer unclear).,Did not like the product (customer unclear),refurbish
51,Epson Home Cinema 2150 Wireless Projector,Returned due to: Extensive wear and tear.,Extensive wear and tear,restock
78,Eberjey Gisele Long PJ Set,Customer reported: Small hole.,Small hole,refurbish
71,L.L.Bean Fisherman Knit Cardigan,Reported: Small hole.,Small hole,refurbish
2,Apple iPhone 15 Pro Silicone Case,Uncertain: Duplicate order.,Duplicate order,restock
52,Hanes Beefy-T 100% Cotton T-Shirt,Possible overlap with other categories. Severe corrosion.,Severe corrosion,recycle
93,Alo Yoga 7/8 High-Waist Leggings,Possible restock case. Safety hazard.,Safety hazard,restock
41,J Channel Cable Management Raceway,Customer notes: Light usage wear.,Light usage wear,restock
92,Lululemon Align High-Rise Pant Activewear,Possible overlap with other categories. Torn beyond repair.,Torn beyond repair,recycle
37,Samsung 65-inch Neo QLED 4K Smart TV,Flagged: Changed mind.,Changed mind,restock
78,Eberjey Gisele Long PJ Set,Customer reported: Obvious usage marks.,Obvious usage marks,refurbish
88,Rolex Submariner Date 41mm Watch,Possible overlap with other categories. Budget constraints.,Budget constraints,restock
8,ZAGG InvisibleShield iPad Screen Protector,Inspected: Noticeable dent. Needs further review.,Noticeable dent,refurbish
35,Noctua NH-D15 CPU Cooler,Assessment: Changed mind.,Changed mind,restock
19,SanDisk Ultra 128GB MicroSD Card,Inspected: Different style preferred (customer unclear). Needs further review.,Different style preferred (customer unclear),restock
84,Patagonia Black Hole 25L Backpack,Further testing needed: Material feel different.,Material feel different,refurbish
6,Corsair K95 RGB Platinum Keyboard,See attached: product arrived late.,product arrived late,restock
28,DJI Mini 3 Pro Drone,Visual inspection: Product arrived late.,Product arrived late,refurbish
43,CyberPower CP1500PFCLCD UPS Battery,Flagged: Different style preferred.,Different style preferred,restock
26,Govee Immersion WiFi LED Strip Lights,Notes: Small scratch.,Small scratch,refurbish
97,Patagonia Torrentshell 3L Raincoat,Customer notes: Small stain.,Small stain,recycle
55,Adidas Ultraboost 22 Running Sneakers,Observed: slight stretching.,slight stretching,refurbish
2,Apple iPhone 15 Pro Silicone Case,Further testing needed: Extreme weather damage.,Extreme weather damage,recycle
53,Levi's 511 Slim Fit Denim Jeans,Assessment: Unwanted purchase.,Unwanted purchase,restock
68,Birkenstock Arizona Soft Footbed Sandals,Visual inspection: Budget constraints.,Budget constraints,restock
99,Allbirds Tree Runners Casual Shoes,Reported: obvious repair needed.,obvious repair needed,recycle
4,Rain Design mStand Laptop Stand,Initial check: Overheating damage.,Overheating damage,recycle
6,Corsair K95 RGB Platinum Keyboard,Notes: light usage wear.,light usage wear,restock
77,Calvin Klein Cotton Classics Underwear,Possible overlap with other categories. Significant fading.,Significant fading,recycle
20,Amazon Basics RJ45 Cat-6 Ethernet Cable,Customer reported: Extreme weather damage.,Extreme weather damage,recycle
15,VIVO Dual Monitor Stand,Further testing needed: Style doesn't match.,Style doesn't match,restock
58,Nike Air Max 270 Running Shoes,May require refurbish. major scratch.,major scratch,refurbish
88,Rolex Submariner Date 41mm Watch,Possible overlap with other categories. Budget constraints.,Budget constraints,recycle
28,DJI Mini 3 Pro Drone,May require refurbish. Small scratch.,Small scratch,refurbish
4,Rain Design mStand Laptop Stand,Initial check: Ordered wrong quantity.,Ordered wrong quantity,restock
50,Amazon Kindle Paperwhite 11th Gen E-Reader,See attached: Small stain.,Small stain,refurbish
62,Champion Powerblend Fleece Sweatpants,Possible overlap with other categories. Noticeable dent.,Noticeable dent,refurbish
90,Chanel No. 5 Eau de Parfum,May require restock. Wrong size ordered.,Wrong size ordered,restock
54,Champion Powerblend Fleece Hoodie,Reported: Minor scuff mark.,Minor scuff mark,refurbish
31,Corsair Vengeance LPX 32GB DDR4 RAM,Notes: Heavy wear.,Heavy wear,recycle
44,Netgear ProSAFE 16-Port Gigabit Switch,Customer notes: Major structural damage.,Major structural damage,recycle
31,Corsair Vengeance LPX 32GB DDR4 RAM,Notes: Fire damage.,Fire damage,recycle
38,Roku Ultra 4K HDR Streaming Device,Assessment: Fire damage.,Fire damage,refurbish
2,Apple iPhone 15 Pro Silicone Case,May require restock. No longer needed.,No longer needed,restock
15,VIVO Dual Monitor Stand,May require refurbish. Small stain.,Small stain,refurbish
77,Calvin Klein Cotton Classics Underwear,See attached: overheating damage.,overheating damage,recycle
